id,name,slug,url,description,emails,email,phone,address,contacts_raw,categories,socials,website,instagram,facebook,twitter,linkedin
bf3094ed-24bb-4a82-9f0e-772a759e920b,Accessibility Professionals at MSU,accessibilityprofessionalsatmsu,https://msu.campuslabs.com/engage/organization/accessibilityprofessionalsatmsu,"Accessibility entails striving for equal access regardless of ability or disability. Accessibility Professionals at MSU will foster students' interest in the field of accessibility by encouraging professional connections, job opportunities and learning more about the industry. Contact Information Address 450 Auditorium Rd East Lansing, MI 48824 USA Contact Email E: rso.ap@msu.edu Phone Number P: 248-697-7219",rso.ap@msu.edu,rso.ap@msu.edu,248-697-7219,,,,"{""instagram"": ""https://www.instagram.com/accessibilityprofsofmsu/?igsh=MXBxMGN2Y3Frc3Rtdw%3D%3D"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/accessibilityprofessionalsatmsu/contact""}",https://msu.campuslabs.com/engage/organization/accessibilityprofessionalsatmsu/contact,https://www.instagram.com/accessibilityprofsofmsu/?igsh=MXBxMGN2Y3Frc3Rtdw%3D%3D,,,
6ecff899-ae87-425c-b2b3-805c2f3f35ab,Adventist Christian Fellowship,acf,https://msu.campuslabs.com/engage/organization/acf,"The Adventist Christian Fellowship (ACF) is the official organization for Adventist campus ministry on non-Adventist college and university campuses within the North American Division (NAD) of Seventh-day Adventist’s, including the US, Canada, Bermuda and Guam. It is a ministry of students, by students and for students, supported by local Adventist churches and resourced by Adventist Conferences, Unions and the North American Division. Our goal here at ACF - MSU is to lead young people into a saving relationship with Jesus Christ, and help them embrace His call to discipleship. The mission of the Adventist Youth Fellowship organization can be combined into these four objectives: To equip and inspire young people to be Christian ambassadors to their respective places of work and study through Biblical training, Christian fellowship, network opportunities, and leadership responsibilities To mobilize existing youth and young adult ministries that are fully committed to the distinctive message and mission of the Adventist Church towards the proclamation of the Three Angels’ Messages To provide a support system for Adventist students studying on non-Adventist universities To establish university churches (Uchurches) that see reaching the public campus as one of their primary ministry responsibilities, and integrate public campus ministry into the ministry of the local church. The ACF group at Michigan State University strives to carry out this mission through weekly Bible studies, prayer groups, outreach programs, networking opportunities, and numerous social events hosted on and off the Michigan State University campus. Our organization also frequently partners with CAMPUS (Center for Adventist Ministry to Public University Students) which is a department that focuses solely on ministry on secular university and college campuses. Contact Information Address 504 Ann St East Lansing, MI 48823 United States Contact Email E: brooksne@msu.edu Phone Number P: 5173772294",brooksne@msu.edu,brooksne@msu.edu,5173772294,,,,"{""instagram"": ""https://www.instagram.com/msuacf/"", ""facebook"": ""https://www.facebook.com/ACFNAD/"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://acflink.org/""}",https://acflink.org/,https://www.instagram.com/msuacf/,https://www.facebook.com/ACFNAD/,,
1a764c45-8d70-4e00-8444-82dbaffcf870,Asian Christian InterVarsity,aciv,https://msu.campuslabs.com/engage/organization/aciv,"Asian Christian InterVarsity is a single chapter of the national ministry INTERVARSITY. At Michigan State, INTERVARSITY has four chapters: Asian Christian InterVarsity, Collegiate Black and Christian InterVarsity Christian Fellowship, Mosaic Intervarsity Christian Fellowship, and Latin American Campus Ministry. At ACIV, we hold weekly small group bible studies. Our bible studies and discussions are targeted for both new and experienced believers. Our goal is to create a community that: celebrates our Asian background, opens the word of the God to our lives and discussion, and creates relationships that extend beyond the organization. We also get a lot of bubble tea. Contact Information Address Contact Email E: kristle.eggleston@intervarsity.org",kristle.eggleston@intervarsity.org,kristle.eggleston@intervarsity.org,,,,,"{""instagram"": ""http://instagram.com/msuaciv"", ""facebook"": ""https://www.facebook.com/groups/msuaciv/"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://intervarsity.org/""}",https://intervarsity.org/,http://instagram.com/msuaciv,https://www.facebook.com/groups/msuaciv/,,
932d4aaa-4030-47e3-a3f8-9e1e62aec80d,American Criminal Justice Association - MSU Chapter,acja-msu,https://msu.campuslabs.com/engage/organization/acja-msu,"A pre-professional organization geared towards any and all students with an interest in the criminal justice system. The Objectives of this association shall be: 1: To Foster professionalism within the agencies of criminal justice. 2: To promote understanding and better communication between agencies of criminal justice. 3: To foster, through fraternal contact, greater understanding between institutions of higher education and professional agencies of criminal justice. 4: To aid and encourage the expansion of higher education and to provide a unified voice for students interested in criminal justice in all matters of professional concern to them. 5: To aid and encourage involvement of students of criminal justice in works of community service and outreach. 6: To fulfill these objectives, this association's functions shall incorporate both social and informational aspects. Contact Information Address East Lansing, MI United States Contact Email E: acjamsu@gmail.com",acjamsu@gmail.com,acjamsu@gmail.com,,,,community service and outreach.,"{""instagram"": ""http://www.instagram.com/acjamsu"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/acja-msu/contact""}",https://msu.campuslabs.com/engage/organization/acja-msu/contact,http://www.instagram.com/acjamsu,,,
dcd7a97b-74f7-40b9-89fa-69c0ccea82db,American Civil Liberties Union MSU COL Chapter,aclu-msulaw,https://msu.campuslabs.com/engage/organization/aclu-msulaw,"Our purpose is to discuss, learn, and advance civil liberties on campus and off-campus. We host events on current social issues, encourage volunteer work in the community, and work with other MSU Law student organizations to raise awareness of civil liberties issues. Contact Information Address 648 N Shaw Ln East Lansing , MI 48824 United States of America Contact Email E: sharke27@msu.edu",sharke27@msu.edu,sharke27@msu.edu,,,,,"{""instagram"": null, ""facebook"": ""https://www.facebook.com/ACLUofMichigan"", ""twitter"": null, ""linkedin"": null, ""website"": ""http://www.aclu.org""}",http://www.aclu.org,,https://www.facebook.com/ACLUofMichigan,,
404573b8-316c-4f89-8383-2909fca40933,Association for Computing Machinery,acm,https://msu.campuslabs.com/engage/organization/acm,"Whether you're completely new to programming or simply can't wait to get out of college, we're here to aid you and your computer science goals. We host tech talks and workshops presented by companies all across the nation; some that have presented in the past include Google, Microsoft, Ford, Quicken Loans, Target, Mozilla, and many more. We have more plans to announce very soon, so please join the ACM Discord server to stay up to date! Contact Information Address Contact Email E: acm@cse.msu.edu",acm@cse.msu.edu,acm@cse.msu.edu,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://discord.gg/fWKV2TF""}",https://discord.gg/fWKV2TF,,,,
8e21c995-e49d-4619-8793-f3691725110f,COM American College of Osteopathic Surgeons,acos,https://msu.campuslabs.com/engage/organization/acos,"A group at MSUCOM for promoting interest and exposure to surgical specialties for osteopathic medical students and providing opportunities for the community to engage with osteopathic medical students through surgical experiences like residency panels, guest speakers, and suture clinics. Contact Information Address Contact Email E: acos.msucom@gmail.com",acos.msucom@gmail.com,acos.msucom@gmail.com,,,,,"{""instagram"": ""https://www.instagram.com/acosmsucom/?igshid=py1gc6zpzw30"", ""facebook"": ""https://www.facebook.com/groups/200744270419590/"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://www.youtube.com/channel/UCbIK4iE4lk7ajYGNwQ9izwQ""}",https://www.youtube.com/channel/UCbIK4iE4lk7ajYGNwQ9izwQ,https://www.instagram.com/acosmsucom/?igshid=py1gc6zpzw30,https://www.facebook.com/groups/200744270419590/,,
5abfe371-fde7-4896-b971-75165174980b,Arab Cultural Society,acs,https://msu.campuslabs.com/engage/organization/acs,The purpose of this organization is to create a welcoming environment for Arabs and those interested in the Arab culture here at Michigan State University. We will work with other student groups on campus we hope to collaborate with these groups to both sponsor gathering and educational events about the Arab culture. Contact Information Address Contact Email E: arabmsu1@gmail.com,arabmsu1@gmail.com,arabmsu1@gmail.com,,,,,"{""instagram"": ""https://www.instagram.com/msuacs/"", ""facebook"": ""https://www.facebook.com/acsmsu1/"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/acs/contact""}",https://msu.campuslabs.com/engage/organization/acs/contact,https://www.instagram.com/msuacs/,https://www.facebook.com/acsmsu1/,,
68e8c866-3610-4659-9515-76dd2ae5c3e7,Actuarial Science Club,actuarial,https://msu.campuslabs.com/engage/organization/actuarial,"Providing members with the ability to meet a variety of companies to learn about different actuary career tracks. Members have access to different networking, social, and professional resources to navigate the actuary profession and exams. Students of all age and actuary experience from zero to experts are welcome to ask questions and attend meetings! Contact Information Address Contact Email E: ActuarialScience@RSO.msu.edu or Acohen@msu.edu",Acohen@msu.edu; ActuarialScience@rso.msu.edu,Acohen@msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/msu_actsci/"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/actuarial/contact""}",https://msu.campuslabs.com/engage/organization/actuarial/contact,https://www.instagram.com/msu_actsci/,,,
851e5bbf-f7fb-475f-bf8c-cac2c8c1521c,Advanced Additive Manufacturing,adama,https://msu.campuslabs.com/engage/organization/adama,"The purpose of this organization is to bring together like minded individuals who share an interest in additive manufacturing of polymers and polymer composites. We encourage all levels of experience to consider joining and to share your past and future projects for everyone to learn from. The organization includes topics in material science and chemical engineering, as well as mechanical and electrical engineering. Individuals with other backgrounds in modeling or art are also encouraged to join. Contact Information Address 1250 Garden City Road apt 410 East Lansing, MI 48823 United States Contact Email E: delemee4@msu.edu Phone Number P: 9899483361",delemee4@msu.edu,delemee4@msu.edu,9899483361,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/adama/contact""}",https://msu.campuslabs.com/engage/organization/adama/contact,,,,
1fb0a10f-4c38-4532-8377-6e1565440e43,Association for Doctoral Students in the Information and Media program,adsim,https://msu.campuslabs.com/engage/organization/adsim,"Contact Information Address 404 Wilson Road, CAS 249 EAST LANSING, MI 48824-6419 United States Contact Email E: rso.adsim@msu.edu Phone Number P: (517)3539907",rso.adsim@msu.edu,rso.adsim@msu.edu,48824-6419,,,,"{""instagram"": null, ""facebook"": ""https://www.facebook.com/groups/MSUIMPhD"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/adsim/contact""}",https://msu.campuslabs.com/engage/organization/adsim/contact,,https://www.facebook.com/groups/MSUIMPhD,,
891a7e43-c2c6-43c2-af95-d2f87916e5b2,Alpha Epsilon Delta: Pre-Professional Honor Society for Health Careers,aed,https://msu.campuslabs.com/engage/organization/aed,"Alpha Epsilon Delta is a national honor society for students interested in pre-health careers. We participate in serving the local Lansing community, provide networking opportunities, and career building. Contact Information Address Contact Email E: preproff@gmail.com",preproff@gmail.com,preproff@gmail.com,,,,,"{""instagram"": ""https://www.instagram.com/aedmsu/?hl=en"", ""facebook"": ""https://www.facebook.com/AlphaEpsilonDeltaMichiganState/"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://aedmsu.weebly.com""}",https://aedmsu.weebly.com,https://www.instagram.com/aedmsu/?hl=en,https://www.facebook.com/AlphaEpsilonDeltaMichiganState/,,
732a335a-cb3f-4b22-9289-869c51e92b23,Audio Enthusiasts and Engineers,aee,https://msu.campuslabs.com/engage/organization/aee,"AEE is a student organization that has a high level of interest in audio equipment and music. Founded in 2006, AEE's members use their skills to research, design, and build personalized audio equipment, as well as creating music. Contact Information Address 428 S Shaw Ln # 3115 East Lansing, MI 48824 Contact Email E: aeemsu@gmail.com",aeemsu@gmail.com,aeemsu@gmail.com,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""http://aeemsu.com""}",http://aeemsu.com,,,,
c0fca6d7-2401-4859-80a4-01fd872485ae,Association of English Graduate Students,aegs,https://msu.campuslabs.com/engage/organization/aegs,"AEGS seeks to assist and advocate for graduate students in the Department of English by representing students on committees across the university, providing opportunities for professional development, promoting a collegial and professional atmosphere among students and faculty, and supporting graduate students at every stage of their studies",,,,,,,"{""instagram"": ""https://msu.campuslabs.comwww.instagram.com/msu_aegs"", ""facebook"": null, ""twitter"": ""https://twitter.com/@MSUAEGS"", ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/aegs/contact""}",https://msu.campuslabs.com/engage/organization/aegs/contact,https://msu.campuslabs.comwww.instagram.com/msu_aegs,,https://twitter.com/@MSUAEGS,
92a16cb6-43f0-41ee-98d9-4cc092cf53b2,Aspiring Educators of Michigan State,aems,https://msu.campuslabs.com/engage/organization/aems,"The Aspiring Educators of Michigan State (AEMS) is a pre-professional organization for anyone who wants to work in a school. AEMS is a chapter of the Aspiring Educators of Michigan (the state student teachers union). We are affiliated with the Michigan Education Association (MEA) and the National Education Association (NEA). We provide aspiring educators with opportunities to experience professional and leadership development, networking opportunities, social events, trainings, community service activities, and fundraising opportunities. Check out Aspiringedmsu on Instagram for the most up-to-date information! Contact Information Address 620 Farm Ln. Room 134K East Lansing , MI 48824 United States Contact Email E: RSO.smea@msu.edu",RSO.smea@msu.edu,RSO.smea@msu.edu,,,,,"{""instagram"": ""https://www.instagram.com/aspiringedmsu/"", ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://aspiringedmsu.wixsite.com/aems""}",https://aspiringedmsu.wixsite.com/aems,https://www.instagram.com/aspiringedmsu/,,,
85a514ab-b4f5-4942-925d-362a9d843b91,Aerospace Club,aero,https://msu.campuslabs.com/engage/organization/aero,"To be a member of Aerospace Club, you must be a member of Air Force Reserve Officer Training Corps (AFROTC) Detachment 380, a training program that prepares college students to become officers in the United States Air Force or United States Space Force. Students work with Det 380 to qualify for a commission while simultaneously completing their university undergraduate degree requirements. Contact Information Address 104 Bessey Hall Room 104 East Lansing, 48823 Contact Email E: airforce@msu.edu Phone Number P: 517-355-2168",airforce@msu.edu,airforce@msu.edu,517-355-2168,,,,"{""instagram"": ""https://www.instagram.com/det380spartanwarriors/"", ""facebook"": ""https://www.facebook.com/det380spartanwarriors"", ""twitter"": null, ""linkedin"": null, ""website"": ""http://afrotc.msu.edu/""}",http://afrotc.msu.edu/,https://www.instagram.com/det380spartanwarriors/,https://www.facebook.com/det380spartanwarriors,,
3a53526c-9fe9-4fad-94a4-988e7080e6d2,Academic Excellence Student Group,aesg,https://msu.campuslabs.com/engage/organization/aesg,"Contact Information Address MSU College of Human Medicine-Secchia Center 15 Michigan St NE Grand Rapids, MI 49503 United States Contact Email E: steve757@msu.edu Phone Number P: 5179305132",steve757@msu.edu,steve757@msu.edu,5179305132,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/aesg/contact""}",https://msu.campuslabs.com/engage/organization/aesg/contact,,,,
44569f62-5d00-4454-96bb-8b2101eee1b8,"Agriculture, Food and Natural Resources Education Club",afnre,https://msu.campuslabs.com/engage/organization/afnre,"The purpose of this organization is to encourage collegiality among students who are either interested in or are majoring in Agriculture, Food, and Natural Resources Education, as well as provide professional resources, opportunities, and experiences related to Agriculture Food, and Natural Resources Education. Contact Information Address 480 Wilson Rd Room 140 East Lansing, MI 48824 United States",,,,,,,"{""instagram"": ""https://www.instagram.com/MSUAgEdClub/"", ""facebook"": ""https://www.facebook.com/MSUAgEdClub/"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/afnre/contact""}",https://msu.campuslabs.com/engage/organization/afnre/contact,https://www.instagram.com/MSUAgEdClub/,https://www.facebook.com/MSUAgEdClub/,,
0bc4823d-8051-40a4-80f5-ddf35ebc3c71,"Department of Agricultural, Food, and Resource Economics Graduate Student Organization",afregso,https://msu.campuslabs.com/engage/organization/afregso,"Contact Information Address 446 w circle drive Room 202 East Lansing, MI 48824 United States Contact Email E: afre.gso@gmail.com",afre.gso@gmail.com,afre.gso@gmail.com,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": ""https://twitter.com/afregso"", ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/afregso/contact""}",https://msu.campuslabs.com/engage/organization/afregso/contact,,,https://twitter.com/afregso,
acce5323-f296-458b-9da6-208b0e50d3ac,African Graduate Students Association,africangraduatestudents,https://msu.campuslabs.com/engage/organization/africangraduatestudents,"The African Graduate Students Association was formed in 2015, under the leadership of the African Studies Center, as a forum for MSU African graduate students to exchange ideas and frame issues pertinent to the development of Africa through research and scholarship. AGSA is also meant to serve as a networking platform for African graduate students at MSU and to facilitate the development of the students’ professional and leadership skills. Contact Information Address 427 N. Shaw Lane, Room 100 East Lansing, MI 48824-1035 United States Contact Email E: rso.agsa@msu.edu Phone Number P: +15173531700",rso.agsa@msu.edu,rso.agsa@msu.edu,48824-1035,,,,"{""instagram"": ""https://www.instagram.com/agsa_msu?igsh=MWlta3pldmp4c3c5aw%3D%3D&utm_source=qr"", ""facebook"": ""https://www.facebook.com/share/15h9ZNnbqy/?mibextid=wwXIfr"", ""twitter"": null, ""linkedin"": ""https://www.linkedin.com/company/african-graduate-students-association-msu/"", ""website"": ""https://msu.campuslabs.com/engage/organization/africangraduatestudents/contact""}",https://msu.campuslabs.com/engage/organization/africangraduatestudents/contact,https://www.instagram.com/agsa_msu?igsh=MWlta3pldmp4c3c5aw%3D%3D&utm_source=qr,https://www.facebook.com/share/15h9ZNnbqy/?mibextid=wwXIfr,,https://www.linkedin.com/company/african-graduate-students-association-msu/
af3b3004-a2ea-4e67-815c-06c3c83bedb4,Air Force ROTC,afrotc,https://msu.campuslabs.com/engage/organization/afrotc,"AFROTC is a training program that prepares college students to become officers in the United States Air Force or United States Space Force. Students participate in classes, physical training, leadership projects & positions, visits to Air Force bases, orientation flights, etc. Contact Information Address 434 Farm Lane Room 104 East Lansing, MI 48824 Contact Email E: airforce@msu.edu Phone Number P: 517-355-2168",airforce@msu.edu,airforce@msu.edu,517-355-2168,,,,"{""instagram"": null, ""facebook"": ""https://www.facebook.com/det380spartanwarriors"", ""twitter"": null, ""linkedin"": null, ""website"": ""https://afrotc.msu.edu/""}",https://afrotc.msu.edu/,,https://www.facebook.com/det380spartanwarriors,,
2fea8d80-44c6-4df7-a547-57a89886f3f4,African Female Student Empowerment Program,afsep,https://msu.campuslabs.com/engage/organization/afsep,"The purpose of the organization shall be to develop programs and events aimed at empowering female students with skills and knowledge for personal and professional development. These will be coupled with community service and leadership seminars for members to learn from the experiences of those who came before them. Contact Information Address 427 N Shaw Ln East Lansing, MI 48824 United States Contact Email E: rso.afsep@msu.edu",rso.afsep@msu.edu,rso.afsep@msu.edu,,,,,"{""instagram"": null, ""facebook"": null, ""twitter"": null, ""linkedin"": null, ""website"": ""https://msu.campuslabs.com/engage/organization/afsep/contact""}",https://msu.campuslabs.com/engage/organization/afsep/contact,,,,
b76e74dc-37d3-452d-9011-8a97050f8d48,Alpha Gamma Rho - Tau Chapter,agr,https://msu.campuslabs.com/engage/organization/agr,"Alpha Gamma Rho is the only professional/social fraternity on campus, we take pride in creating better men by providing them with an excellent social life as well as a prestigious network of alumni and professional growth throughout their undergraduate experience. Contact Information Address 432 Evergreen Ave East Lansing MI, MI 48823-3292 USA Contact Email E: laurenz5@msu.edu Phone Number P: (989) 859-6703",laurenz5@msu.edu,laurenz5@msu.edu,48823-3292,,,,"{""instagram"": ""https://www.instagram.com/agrtaumsu/"", ""facebook"": ""https://www.facebook.com/search/top?q=alpha%20gamma%20rho%20tau%20chapter"", ""twitter"": null, ""linkedin"": null, ""website"": ""http://agrtau.com""}",http://agrtau.com,https://www.instagram.com/agrtaumsu/,https://www.facebook.com/search/top?q=alpha%20gamma%20rho%20tau%20chapter,,
